city_latitude,city_longitude,date,time
34.498,-86.257,2014-09-12,21:30:00
40.67462625698324,-75.24733631284916,2014-07-01,00:00:00
35.117007033898304,-106.62212966101694,2014-10-04,03:00:00
45.510005224458205,-122.66458212074302,2014-02-01,23:00:00
47.60567891170866,-122.33084005928434,2014-08-14,22:00:00
25.77722564784053,-80.25922518272425,2014-03-15,03:00:00
34.5963,-82.1109,2014-02-15,02:00:00
39.9072,-82.7553,2014-08-01,21:00:00
29.49234812109108,-98.5189290376833,2014-05-01,14:00:00
42.6128,-72.2882,2014-10-25,20:45:00
32.3152,-81.393,2014-06-29,22:00:00
42.4845577922078,-92.346562987013,2014-07-01,23:00:00
47.035427578475336,-122.89460784753363,2014-07-05,23:00:00
30.215,-92.6531,2014-11-26,08:00:00
33.9259,-86.4741,2014-05-15,14:00:00
38.5677,-94.1836,2014-09-27,22:47:00
42.0727,-93.8718,2014-01-13,18:30:00
36.08381055958792,-79.83370636853196,2014-01-13,18:45:00
36.14597551358516,-115.18457488402916,2014-01-28,21:10:00
26.0654,-80.2339,2014-03-15,23:00:00
32.81259372693727,-79.97198099630997,2014-03-15,23:30:00
31.0361,-83.09,2014-04-09,20:00:00
38.01202218828104,-84.4627418217162,2014-04-06,20:35:00
33.4769,-117.7013,2014-01-15,14:30:00
41.5638,-73.7953,2014-02-22,00:23:00
33.64158709677419,-117.69230322580646,2014-06-18,22:30:00
38.62698880773583,-90.30702881390803,2014-06-16,22:00:00
34.813724083769635,-82.58684502617801,2014-06-14,23:00:00
39.6999,-74.2633,2014-06-14,00:00:00
37.30222429467085,-120.48500250783698,2014-05-16,22:00:00
33.71258733572282,-78.93877275985663,2014-05-13,22:30:00
36.1163,-83.481,2014-05-10,22:00:00
40.0057,-81.7402,2014-05-08,22:30:00
42.5353,-83.1493,2014-01-12,19:00:00
33.82100507315219,-84.42299163974918,2014-02-01,21:09:00
45.7636,-122.8975,2014-02-08,23:00:00
42.0521,-71.8486,2014-02-15,21:30:00
39.578431478770135,-105.02727086383602,2014-03-15,20:15:00
36.5911,-114.4738,2014-03-15,23:31:00
28.930357615894035,-81.98512649006622,2014-04-06,23:00:00
37.5807,-78.6006,2014-04-10,17:00:00
40.8113,-91.1156,2014-04-10,21:30:00
39.482083333333335,-76.65311666666666,2014-04-11,21:00:00
40.444534542102026,-79.97341339889367,2014-04-12,15:00:00
36.689218113207545,-121.64708943396226,2014-04-13,23:00:00
38.924606593406594,-119.98273846153847,2014-04-14,16:00:00
40.15860000000001,-75.282,2014-04-15,23:00:00
32.250178747846064,-110.93932423894314,2014-04-21,09:00:00
43.6228,-73.1723,2014-04-25,01:00:00
43.60549990147784,-116.2386509359606,2014-04-25,21:15:00
43.60549990147784,-116.2386509359606,2014-04-26,19:00:00
30.29189253731344,-89.8071303934871,2014-04-27,01:50:00
37.2759,-79.8839,2014-04-27,13:45:00
41.10134023154848,-85.14958408104197,2014-04-27,18:20:00
40.1712,-74.0717,2014-04-27,21:00:00
29.7183,-90.5995,2014-04-27,00:00:00
