city_latitude,city_longitude,date,time
42.1292,-89.27020000000002,2010-06-15,02:30:00
31.549191297024144,-97.15039000561482,2010-07-01,10:00:00
33.9378,-83.5068,2010-07-15,23:00:00
33.7346,-81.0935,2010-11-10,23:00:00
43.07289532163743,-70.80296374269005,2010-08-13,12:21:00
35.1316,-106.3589,2010-11-15,06:30:00
37.79251055900621,-81.20539565217392,2010-12-23,20:19:00
40.6832,-76.2113,2010-07-16,21:30:00
42.8973,-78.3915,2010-08-27,01:30:00
43.77391765182186,-88.44958744939271,2010-03-22,02:00:00
45.5999,-121.1871,2010-08-25,00:00:00
39.2901,-89.8675,2010-12-23,21:15:00
36.56671719298246,-87.39411859649124,2010-07-05,21:00:00
30.8985,-83.1224,2010-09-12,22:30:00
47.67811627329193,-117.38344844720498,2010-07-26,22:00:00
44.9694,-69.8356,2010-05-28,21:00:00
32.738025,-96.0249857142857,2010-06-01,15:00:00
40.1955,-92.5892,2010-01-01,00:00:00
35.60860691489362,-77.37575452127659,2010-04-10,12:00:00
32.83618741746148,-117.16250519075568,2010-04-10,17:30:00
41.4294,-97.3681,2010-07-04,22:15:00
37.0006215835141,-86.44563915401302,2010-06-25,15:00:00
47.92492896341463,-122.2173375,2010-06-25,21:45:00
40.7377,-85.162,2010-06-03,22:00:00
47.9489,-122.3871,2010-10-07,00:30:00
40.8843,-111.9019,2010-09-30,19:19:00
38.2351,-85.3498,2010-09-27,20:38:00
36.02151851851852,-115.0508150097466,2010-09-24,19:30:00
40.55097794729542,-74.46044036061026,2010-09-16,04:00:00
39.08346391304348,-108.5480495652174,2010-09-13,20:15:00
43.044,-75.1072,2010-09-10,21:00:00
40.6914,-73.3728,2010-09-04,22:00:00
37.72952464454976,-121.4466981042654,2010-09-03,03:00:00
41.0916,-74.3719,2010-07-10,01:52:00
34.52647244897959,-92.60022346938776,2010-01-01,00:00:00
37.24496252766711,-121.81799366976536,2010-01-20,12:00:00
42.5166,-84.6565,2010-02-10,03:00:00
47.60567891170866,-122.33084005928434,2010-02-12,06:00:00
33.545883876221495,-101.89760162866448,2010-04-03,01:00:00
39.46935703125,-87.39045065104166,2010-04-05,23:55:00
43.616678125,-72.96403125,2010-04-10,12:00:00
42.340398039215685,-88.26121568627451,2010-05-03,16:00:00
36.2727,-85.9495,2010-02-10,20:40:00
44.4491,-95.7848,2010-02-20,22:00:00
44.0325,-84.5005,2010-05-07,01:57:00
37.79847503136762,-122.2316391468005,2010-05-07,21:00:00
41.7124,-87.7478,2010-05-10,19:00:00
41.82279600760456,-71.41598269961978,2010-05-14,04:30:00
27.459938979370254,-82.52817245747376,2010-06-01,23:00:00
26.6598,-80.2429,2010-06-04,02:00:00
41.7124,-87.7478,2010-06-10,18:00:00
39.7258,-84.5341,2010-06-18,11:00:00
41.41671732522797,-75.65431063829787,2010-06-20,21:00:00
40.4209,-74.5584,2010-06-23,20:04:00
38.3534,-86.01,2010-06-26,00:04:00
39.7343,-90.2291,2010-06-28,02:00:00
41.42515737704918,-87.35668524590163,2010-07-03,09:30:00
32.74023188229325,-97.33552857432775,2010-07-04,19:00:00
41.9266,-84.6237,2010-07-04,21:30:00
44.6707,-93.2588,2010-07-04,22:30:00
47.3432,-124.2779,2010-07-04,23:00:00
44.92170000000001,-67.0044,2010-07-04,23:03:00
38.87667745454546,-119.6269861818182,2010-07-06,01:20:00
46.3899,-117.0672,2010-07-07,22:30:00
43.7296,-113.4544,2010-07-10,22:00:00
47.92492896341463,-122.2173375,2010-07-11,20:30:00
41.88082154885885,-87.66846953246178,2010-07-15,03:00:00
42.47409745762712,-70.95801101694916,2010-07-19,08:00:00
46.0594,-118.3361,2010-07-25,18:00:00
43.30371818181818,-70.9738025974026,2010-07-28,09:40:00
41.9966,-88.2963,2010-07-31,23:00:00
47.8647,-95.0629,2010-08-02,01:00:00
28.81222866666667,-97.00554733333333,2010-08-03,00:00:00
48.754420967741936,-122.45834543010751,2010-08-05,21:00:00
38.87714691753403,-104.76823722978384,2010-08-06,01:00:00
61.17820611028316,-149.86274426229508,2010-08-06,18:00:00
39.1503,-89.4868,2010-08-07,02:20:00
47.1416,-119.2894,2010-08-07,23:30:00
41.3693,-88.41789999999999,2010-08-08,14:00:00
46.59516351809955,-120.56786843891403,2010-08-08,18:00:00
40.75256378421113,-73.9844567179912,2010-08-09,15:00:00
30.5334,-95.4559,2010-08-11,00:00:00
31.78267299625468,-106.3896922284644,2010-08-11,03:00:00
43.5161,-84.1822,2010-08-11,20:00:00
33.8358,-81.1215,2010-08-12,02:00:00
