city_latitude,city_longitude,date,time
38.9345,-84.5481,2017-02-15,02:00:00
34.7335,-79.314,2017-06-12,21:00:00
45.510005224458205,-122.66458212074302,2017-06-17,21:37:00
28.00877654729869,-82.4813833471331,2017-06-21,21:00:00
40.3583,-74.0382,2017-07-18,23:30:00
42.49202433460076,-83.01486121673004,2017-08-19,18:00:00
45.7562,-91.9577,2017-10-01,22:00:00
42.4244,-123.0854,2017-12-14,18:00:00
47.60567891170866,-122.33084005928434,2017-02-15,19:30:00
37.76960492572322,-122.42365559030492,2017-10-02,17:00:00
35.9541,-80.758,2017-11-24,08:26:00
39.9693085106383,-76.71046356382979,2017-04-10,00:10:00
37.5995,-83.7179,2017-06-16,21:00:00
33.3311,-89.7571,2017-09-02,23:00:00
42.9208,-108.5913,2017-11-25,00:00:00
46.59516351809955,-120.56786843891403,2017-12-25,23:45:00
43.60549990147784,-116.2386509359606,2017-06-03,21:00:00
34.819746341463414,-111.75609268292683,2017-07-01,14:30:00
32.354139318885444,-106.7495773993808,2017-08-04,07:48:00
39.05,-122.9317,2017-09-27,05:00:00
37.30222429467085,-120.48500250783698,2017-03-01,00:00:00
37.493420843091336,-77.4178131147541,2017-01-10,22:17:00
44.9322,-74.8845,2017-02-18,16:00:00
44.6239,-103.3745,2017-06-01,23:00:00
33.52016370967742,-104.44226854838708,2017-06-30,14:00:00
33.8341,-78.6586,2017-08-21,00:00:00
33.8341,-78.6586,2017-08-23,22:00:00
39.5985,-82.9259,2017-10-19,21:00:00
39.9072,-82.7553,2017-03-15,21:00:00
34.9701,-92.8436,2017-12-05,03:30:00
34.18061246056782,-79.75626388012618,2017-03-15,16:30:00
43.60549990147784,-116.2386509359606,2017-04-15,21:00:00
41.520533668341706,-88.08183015075377,2017-08-01,14:00:00
43.3211,-76.4034,2017-02-02,16:00:00
35.2188,-82.2396,2017-06-30,21:00:00
43.2398,-78.2068,2017-07-23,20:30:00
42.9097,-76.7934,2017-06-23,21:53:00
34.09239241192412,-117.88697696476964,2017-03-26,12:30:00
35.3662,-83.5639,2017-04-15,01:00:00
29.1383375,-81.00767499999999,2017-12-31,23:00:00
36.14597551358516,-115.18457488402916,2017-01-07,19:30:00
28.92384368932039,-82.3874077669903,2017-01-25,22:45:00
27.459938979370254,-82.52817245747376,2017-04-25,20:40:00
43.745,-70.9092,2017-04-25,21:00:00
34.3789,-80.0831,2017-04-20,22:35:00
39.03880728476821,-95.69556456953642,2017-05-29,16:45:00
39.04649342105263,-77.0290407894737,2017-06-04,18:30:00
