city_latitude,city_longitude,date,time
28.90405620437956,-81.23807445255476,2021-01-01,00:00:00
39.6414,-77.72563146067415,2021-01-01,00:05:00
30.20081037037037,-95.63747037037037,2021-02-01,21:00:00
29.91183205128205,-93.93081346153846,2021-02-09,19:14:00
41.3885,-73.0791,2021-02-10,19:00:00
42.69096514548239,-73.8096951914242,2021-02-15,19:30:00
36.81995421052631,-76.08601184210526,2021-02-24,13:31:00
41.4319,-91.0485,2021-03-01,05:00:00
30.223368804664723,-93.20341749271137,2021-04-03,05:58:00
42.5138,-82.9396,2021-04-04,21:14:00
42.31252621951219,-85.18109634146342,2021-04-14,05:45:00
40.57570363196125,-122.36129370460048,2021-04-15,13:00:00
42.3935,-71.1836,2021-05-12,17:11:00
40.75256378421113,-73.9844567179912,2021-05-12,21:43:00
39.80464175369887,-86.13773687989556,2021-05-18,08:20:00
38.286499613899615,-104.6427362934363,2021-07-01,21:45:00
40.444534542102026,-79.97341339889367,2021-08-17,22:30:00
33.46392479564033,-84.11147629427794,2021-08-18,12:30:00
34.9382,-84.2589,2021-08-28,13:49:00
33.82100507315219,-84.42299163974918,2021-08-28,18:36:00
42.1807,-83.2523,2021-09-27,15:15:00
25.92713744787323,-97.47352777314428,2021-10-01,06:18:00
40.9943,-73.7974,2021-10-12,19:15:00
40.7494,-86.0686,2021-10-15,22:00:00
38.75928433048433,-121.30195356125355,2021-10-31,18:57:00
35.901,-81.2134,2021-10-31,20:21:00
40.444534542102026,-79.97341339889367,2021-11-12,19:45:00
38.87714691753403,-104.76823722978384,2021-11-15,15:30:00
41.202570129870125,-73.12647402597403,2021-11-15,20:29:00
43.25882612137204,-88.71684248021107,2021-11-24,04:00:00
37.06940983606557,-94.50713073770493,2021-12-03,21:30:00
48.0872,-123.1146,2021-12-08,05:02:00
41.23445042372881,-80.77760211864407,2021-12-08,20:05:00
33.5796,-102.3633,2021-12-10,21:45:00
36.14108444607484,-86.78634372707263,2021-12-20,21:30:00
29.408722784810127,-95.24981139240506,2021-12-31,23:00:00
48.3458,-102.4185,2021-01-15,12:04:00
28.04604144645341,-81.97257424200278,2021-01-15,16:00:00
44.05767142857143,-122.97238928571429,2021-01-08,20:11:00
38.783,-90.6351,2021-01-08,20:30:00
38.918,-76.5361,2021-01-03,23:00:00
43.0592,-73.7356,2021-06-24,10:10:00
34.430246464646466,-119.71894478114476,2021-06-10,22:07:00
42.2045,-71.8338,2021-04-02,02:00:00
33.0579,-97.4803,2021-04-08,20:00:00
28.24330525920361,-82.70653816679189,2021-04-15,19:45:00
41.8872,-72.1436,2021-05-19,10:30:00
38.90766800934034,-77.02597466433159,2021-07-01,17:24:00
39.346,-74.4723,2021-07-03,18:29:00
33.5104,-117.6591,2021-07-04,21:00:00
47.8233,-116.8892,2021-07-09,22:42:00
29.8861,-97.6777,2021-07-10,14:00:00
36.5322,-105.2788,2021-07-15,19:53:00
43.04821654894046,-76.1627438950555,2021-08-08,10:13:00
39.09501080851064,-94.56549749787231,2021-08-08,14:03:00
44.2253,-73.6027,2021-08-09,23:13:00
37.9467,-87.8578,2021-08-10,01:22:00
43.60549990147784,-116.2386509359606,2021-08-10,14:15:00
33.8341,-78.6586,2021-08-10,22:30:00
41.0991,-74.008,2021-08-11,13:07:00
38.03410230446927,-87.55546347765363,2021-08-12,05:09:00
27.90595,-82.28720875486381,2021-08-12,20:06:00
37.9467,-87.8578,2021-08-13,01:25:00
41.6868,-72.7248,2021-08-13,04:43:00
39.3836,-104.592,2021-08-13,18:42:00
39.1541,-76.717,2021-08-14,06:54:00
41.0991,-74.008,2021-08-14,12:21:00
