city_latitude,city_longitude,date,time
38.745,-86.4803,2020-02-20,16:35:00
32.414993396226414,-80.69812783018867,2020-04-14,02:30:00
35.8375,-83.2219,2020-04-25,09:45:00
46.2104,-120.0174,2020-05-03,01:30:00
29.782476507000737,-95.44062368459838,2020-05-28,22:30:00
34.04364759232729,-118.29956048233046,2020-07-04,22:33:00
34.7221,-76.7543,2020-07-07,23:00:00
33.8341,-78.6586,2020-07-12,06:26:00
42.81934659685864,-83.28405549738218,2020-07-13,13:30:00
30.71168695652174,-95.5849947826087,2020-07-14,14:00:00
46.8213,-123.0356,2020-07-20,23:51:00
40.1983,-89.6984,2020-07-25,15:00:00
43.44899999999999,-88.63079999999998,2020-08-22,19:30:00
32.250178747846064,-110.93932423894314,2020-09-04,00:00:00
32.835,-116.5127,2020-11-01,13:40:00
47.88597299999999,-122.074506,2020-11-19,19:00:00
34.8504,-92.4089,2020-12-01,00:00:00
40.505,-121.8857,2020-12-26,07:49:00
29.49234812109108,-98.5189290376833,2020-01-01,00:00:00
27.78995160032827,-82.68007476405417,2020-01-01,00:00:00
44.0969,-70.1863,2020-01-01,00:00:00
35.36754774947328,-119.04930197280216,2020-01-01,00:00:00
30.442091752577323,-97.63386020618556,2020-01-01,00:01:00
27.73909520174482,-97.41461919302073,2020-01-01,00:04:00
30.51487920087576,-97.66993125342093,2020-01-01,00:12:00
27.85119527896996,-82.71356180257511,2020-01-01,00:17:00
39.488261177007296,-119.79257039233578,2020-01-01,00:40:00
43.9519,-69.4956,2020-01-01,01:00:00
43.70571282051282,-116.35885,2020-01-01,01:20:00
34.04364759232729,-118.29956048233046,2020-01-01,07:00:00
38.85273512974052,-77.31120419161677,2020-01-01,10:35:00
26.36858615384616,-80.13743384615385,2020-01-01,12:24:00
35.5592,-121.0851,2020-01-01,12:36:00
26.607363356973995,-80.1262378250591,2020-01-01,14:40:00
41.8327,-71.0761,2020-01-01,17:35:00
38.87714691753403,-104.76823722978384,2020-01-01,18:00:00
42.0618,-70.8661,2020-01-01,18:20:00
39.013604645476775,-77.4194728606357,2020-01-01,18:30:00
33.315533774834435,-111.75197284768213,2020-01-01,19:20:00
28.23992265625,-82.47577109375,2020-01-01,23:59:00
25.77722564784053,-80.25922518272425,2020-01-02,00:00:00
60.31539999999999,-151.2842,2020-01-02,01:00:00
41.600167631851086,-93.61721323681488,2020-01-02,01:40:00
40.9956,-72.5403,2020-01-02,03:25:00
41.2925,-82.219,2020-01-02,03:40:00
42.264,-72.0785,2020-01-02,05:55:00
34.0648,-118.086,2020-01-02,09:00:00
38.9826,-83.7955,2020-01-02,13:00:00
31.45994745762712,-83.52394237288136,2020-01-02,17:42:00
41.68663240875912,-81.33988773722628,2020-01-02,19:00:00
32.8466,-116.977,2020-01-02,19:12:00
39.9561,-75.2719,2020-01-02,20:43:00
29.1135524173028,-82.15075330788804,2020-01-03,01:44:00
33.71795776397516,-84.74733416149068,2020-01-03,03:00:00
35.0352,-76.7016,2020-01-03,04:30:00
32.7403,-101.9551,2020-01-03,05:45:00
43.991,-124.093,2020-01-03,15:30:00
36.111605596107054,-95.93798929440388,2020-01-03,20:20:00
34.7836,-96.69367415730336,2020-01-03,21:00:00
34.2371,-83.8861,2020-01-03,21:50:00
41.10134023154848,-85.14958408104197,2020-01-03,22:50:00
35.8158,-94.6364,2020-01-03,22:30:00
40.60507291666666,-111.99772760416666,2020-01-04,02:19:00
33.9794,-118.2176,2020-01-04,03:40:00
30.71,-95.9534,2020-01-04,09:20:00
32.2184,-98.2236,2020-01-04,10:09:00
36.111605596107054,-95.93798929440388,2020-01-04,15:15:00
42.7237,-114.514,2020-01-04,19:00:00
41.9,-93.4032,2020-01-04,19:50:00
44.8032,-122.7605,2020-01-04,20:20:00
34.048139285714285,-117.17355357142856,2020-01-04,22:42:00
38.22153870454997,-85.66253357838266,2020-01-05,02:11:00
39.03880728476821,-95.69556456953642,2020-01-05,02:30:00
34.42686470588235,-119.86188823529412,2020-01-05,07:45:00
33.40469829545455,-112.54259147727272,2020-01-05,13:15:00
32.81259372693727,-79.97198099630997,2020-01-05,16:22:00
39.6102,-75.6747,2020-01-05,18:00:00
32.47488087855297,-93.77254160206718,2020-01-05,18:07:00
42.9142,-71.0631,2020-01-05,18:15:00
32.47488087855297,-93.77254160206718,2020-01-05,18:17:00
42.4206,-71.3141,2020-01-05,18:30:00
36.08381055958792,-79.83370636853196,2020-01-05,19:00:00
40.5777,-75.3251,2020-01-05,20:00:00
