city_latitude,city_longitude,date,time
28.4222,-97.76160000000002,2015-06-14,01:00:00
41.6842,-71.2649,2015-07-04,22:05:00
42.35140689655173,-71.18813103448277,2015-08-19,00:00:00
33.46392479564033,-84.11147629427794,2015-10-06,07:00:00
44.2095,-88.4162,2015-10-06,14:00:00
40.6421,-79.7273,2015-10-14,21:35:00
33.1688,-102.2748,2015-11-20,17:43:00
36.6764,-89.9863,2015-04-03,21:00:00
32.4672,-83.6128,2015-04-08,22:00:00
33.7993,-118.1656,2015-09-30,20:50:00
46.5025,-87.5795,2015-02-15,22:00:00
41.4787,-75.1978,2015-08-19,02:00:00
39.9693085106383,-76.71046356382979,2015-07-15,01:00:00
38.3374,-83.5625,2015-08-18,23:00:00
45.658570363636365,-122.59014654545454,2015-06-10,10:00:00
40.8018,-72.8675,2015-07-01,20:00:00
41.189,-83.6849,2015-10-16,13:30:00
39.05,-122.9317,2015-07-15,22:00:00
28.40906169590644,-80.77539181286551,2015-07-13,13:30:00
41.66789226973684,-83.6023917763158,2015-01-12,01:20:00
40.0859,-75.8886,2015-01-09,23:40:00
35.6437247887324,-97.48034028169012,2015-01-19,21:20:00
39.21554897959184,-85.91494285714286,2015-01-03,21:00:00
41.9376,-111.4092,2015-01-05,18:00:00
37.79847503136762,-122.2316391468005,2015-01-08,07:15:00
32.6555,-82.1011,2015-01-08,20:05:00
41.81389999999999,-73.1123,2015-01-09,19:00:00
37.7167,-89.8776,2015-01-11,16:30:00
43.6746,-72.3546,2015-01-14,20:40:00
33.2619,-103.3109,2015-01-15,03:00:00
48.54425,-123.09263666666666,2015-01-15,18:30:00
39.6882,-76.0492,2015-01-15,20:00:00
39.86450519480519,-105.0425025974026,2015-01-16,01:00:00
40.7409,-73.4882,2015-01-16,06:30:00
28.81222866666667,-97.00554733333333,2015-01-16,17:15:00
33.72271932624114,-116.21990425531916,2015-01-16,17:55:00
38.87667745454546,-119.6269861818182,2015-01-16,19:00:00
28.22808565400844,-82.1877953586498,2015-01-16,19:20:00
46.5267,-114.0478,2015-01-16,19:25:00
30.20544444444444,-92.03238576388888,2015-01-16,19:30:00
37.46081842105263,-86.3239552631579,2015-01-16,20:00:00
28.0635,-82.3086,2015-01-16,20:10:00
27.06866814814815,-82.36798296296297,2015-01-16,20:20:00
44.05453839285714,-121.32883875,2015-01-16,20:38:00
38.3721,-81.7012,2015-01-16,20:45:00
33.40788678459938,-111.75088054110302,2015-01-16,21:00:00
42.63691989528796,-71.31592670157069,2015-01-16,21:30:00
29.521100000000004,-98.32930000000002,2015-01-16,23:20:00
39.3733,-76.7279,2015-01-17,03:27:00
39.99382762603116,-82.98248417965169,2015-01-17,07:20:00
45.0640947368421,-92.8455385964912,2015-01-17,08:30:00
33.67175094035465,-117.90995303600216,2015-01-17,15:40:00
30.42395904255319,-91.1015675531915,2015-01-17,16:45:00
35.134,-114.641,2015-01-17,18:30:00
33.5643,-85.3806,2015-01-17,18:35:00
40.1137,-74.8599,2015-01-17,19:55:00
35.92761725146199,-86.84283245614036,2015-01-17,19:57:00
29.782476507000737,-95.44062368459838,2015-01-17,20:00:00
37.9509,-90.8407,2015-01-17,20:00:00
30.67290954954955,-88.15823621621622,2015-01-17,20:25:00
26.36858615384616,-80.13743384615385,2015-01-17,20:33:00
