state,city_latitude,city_longitude,date,time
VA,37.52289036144578,-77.47437610441767,2010-11-14,15:30:00
IL,40.8373,-89.8995,2010-11-14,15:32:00
FL,29.6175,-82.821,2010-11-14,18:40:00
FL,28.008400000000005,-82.6951,2010-11-14,19:00:00
CA,37.976,-122.3359,2010-11-14,19:33:00
IN,39.6421,-85.1439,2010-11-14,20:55:00
NY,41.4259,-74.1617,2010-11-14,21:00:00
CA,35.36754774947328,-119.04930197280216,2010-11-15,09:41:00
SD,43.52851947483589,-96.73377899343544,2010-11-15,10:34:00
CA,32.83618741746148,-117.16250519075568,2010-11-15,15:15:00
IN,39.95799712230216,-85.994854676259,2010-11-15,18:45:00
CO,38.5265,-105.9954,2009-07-06,23:00:00
CA,34.04364759232729,-118.29956048233046,2009-07-06,23:10:00
CA,40.57570363196125,-122.36129370460048,2009-07-06,23:33:00
TX,32.3955,-97.32580000000002,2009-07-07,00:00:00
CA,34.14722788844622,-117.30732642762284,2009-07-07,04:45:00
TX,29.408722784810127,-95.24981139240506,2009-07-07,05:30:00
PA,39.99040941529236,-75.15250992503748,2009-07-07,09:40:00
NE,40.804074301940375,-96.66960586843352,2009-07-07,10:10:00
WI,43.4609,-88.8502,2009-07-07,11:41:00
NY,42.10873377976191,-76.86230982142857,2009-07-07,20:45:00
CO,38.387,-104.7792,2009-07-07,21:05:00
KY,37.146377464788735,-84.1005985915493,2009-07-07,21:30:00
TN,36.339475,-86.71945,2009-07-07,22:06:00
OK,36.2862,-95.8227,2009-07-07,22:45:00
PA,41.2212696969697,-75.82942181818183,2009-07-07,22:55:00
NC,35.507083439490444,-82.99037324840765,2009-07-07,23:00:00
NC,35.579050832602974,-80.84304171779141,2009-07-07,23:28:00
KY,37.1193,-85.9422,2009-07-08,00:23:00
WY,44.7561,-108.7773,2009-07-08,04:25:00
PA,39.9168,-78.9609,2009-07-08,09:50:00
AZ,32.250178747846064,-110.93932423894314,2009-07-08,11:12:00
NY,43.317,-73.57699999999998,2009-07-08,13:56:00
OH,39.2802,-82.478,2009-07-08,15:30:00
WA,45.658570363636365,-122.59014654545454,2009-07-08,16:28:00
AZ,34.3435,-111.5353,2009-07-08,20:30:00
UT,40.60507291666666,-111.99772760416666,2009-07-08,20:43:00
OR,44.64194676258992,-123.09791798561152,2009-07-08,22:00:00
MI,42.5039,-83.1823,2009-07-08,23:00:00
MO,38.0185,-92.7677,2009-07-08,23:00:00
OK,35.6437247887324,-97.48034028169012,2009-07-08,23:30:00
VA,36.87154181034483,-76.27074676724138,2009-07-09,15:30:00
CA,36.74961340180973,-119.79445837613108,2009-07-09,21:00:00
CA,37.65243103448276,-122.42167155172416,2009-07-09,22:00:00
NY,43.3238,-73.6772,2009-07-09,22:15:00
VT,44.53576666666667,-73.19180238095238,2009-07-09,22:30:00
WA,47.60567891170866,-122.33084005928434,2009-07-09,22:30:00
PA,40.19874362745098,-77.01651470588234,2009-11-03,22:05:00
MI,43.11523368983958,-85.51385828877005,2009-11-04,16:30:00
NJ,39.98083545816733,-74.1926689243028,2009-11-04,17:45:00
CA,37.6749127388535,-121.88320063694268,2009-11-04,18:00:00
OR,44.94494771241831,-123.01479150326796,2009-11-04,18:30:00
AZ,32.6935,-114.1561,2009-11-04,20:15:00
NJ,40.79276953125,-74.024881640625,2009-11-05,00:45:00
WI,42.5649,-89.0843,2009-11-05,18:33:00
FL,30.439614814814814,-86.62760185185186,2009-11-05,19:30:00
TX,32.937570661157025,-97.08286280991734,2009-11-05,19:45:00
FL,25.9573,-80.1375,2009-11-05,21:00:00
NC,36.0901,-78.4517,2009-11-05,22:45:00
FL,28.01796564327485,-82.13620628654972,2009-11-05,23:00:00
LA,30.443,-90.4386,2009-11-05,23:59:00
MS,30.425680672268907,-89.08458403361345,2009-11-06,07:00:00
FL,28.00877654729869,-82.4813833471331,2009-11-06,08:15:00
TX,30.3167016280526,-97.75799137271272,2009-11-06,16:05:00
MS,30.45904366197183,-88.95449389671361,2009-11-06,18:00:00
CO,40.14957715133532,-105.03690148367951,2009-11-06,18:20:00
NM,36.74856060606061,-108.17357575757576,2009-11-06,21:45:00
MN,44.93215,-93.4398,2009-11-07,02:30:00
PA,39.917123333333336,-77.64644333333334,2009-11-07,07:18:00
HI,21.32080708833152,-157.84801923664122,2009-11-07,10:26:00
NV,39.488261177007296,-119.79257039233578,2009-11-07,16:45:00
KY,39.0055,-84.6006,2009-11-07,19:52:00
KY,39.03011201550388,-84.55897480620155,2009-11-07,20:54:00
MS,33.1046,-89.0259,2009-11-07,22:00:00
NC,35.182970422535206,-83.38635915492958,2009-11-07,23:00:00
OH,39.177988417987706,-84.48937313706459,2009-11-07,00:00:00
OK,36.111605596107054,-95.93798929440388,2009-11-08,06:55:00
WA,46.59516351809955,-120.56786843891403,2009-11-08,18:04:00
NC,34.8663,-77.2347,2009-02-06,21:00:00
GA,33.8907,-84.7,2009-02-06,22:00:00
KY,38.22153870454997,-85.66253357838266,2009-02-07,07:40:00
SC,34.201397938144325,-82.15891237113402,2009-02-07,16:45:00
CA,37.87089395348837,-122.27033581395348,2009-02-07,17:29:00
OR,42.45166583577713,-123.34751319648096,2009-02-07,18:00:00
NJ,40.8617,-74.4104,2009-02-07,20:08:00
MN,44.7237,-96.2791,2009-02-07,22:30:00
MI,42.952540919904834,-85.64894758128469,2009-02-08,12:15:00
VA,39.0419009341637,-77.50029927713524,2009-02-08,14:15:00
AR,34.953,-91.8989,2009-02-08,15:00:00
WI,42.9016,-88.0095,2009-02-08,17:30:00
MI,44.2808,-84.2249,2009-02-08,17:50:00
TN,35.7163,-86.9093,2009-02-08,18:00:00
VA,37.03641008064516,-76.36639879032258,2009-02-08,20:00:00
NY,42.901,-76.8753,2009-02-08,20:20:00
NJ,40.5716,-74.249,2009-02-08,20:30:00
VA,37.30324492753624,-78.40820579710146,2009-02-08,23:05:00
NY,43.04821654894046,-76.1627438950555,2009-02-09,06:20:00
WA,47.8561,-121.9467,2009-02-09,08:00:00
MD,39.31630966292135,-76.6205929588015,2009-02-09,18:14:00
IN,40.0538,-86.1433,2009-02-10,00:57:00
NC,36.2599,-77.9367,2009-02-10,12:00:00
NC,35.70496196834817,-81.35526750741839,2009-02-10,16:00:00
CA,35.12300476190476,-120.61929523809523,2009-02-10,18:00:00
MO,37.7389,-91.8866,2009-02-10,18:20:00
IA,42.0403,-91.6813,2009-02-10,18:55:00
TN,36.1174,-83.8164,2009-02-10,19:03:00
CA,34.04364759232729,-118.29956048233046,2009-02-10,22:00:00
CA,34.12303095768374,-117.8989258351893,2009-02-10,23:00:00
CO,39.74019963011889,-104.97711054161162,2009-12-31,21:00:00
LA,30.391026046511627,-90.05577627906978,2009-12-31,21:45:00
TX,30.067444827586204,-95.64934597701148,2009-12-31,22:00:00
SD,45.4636,-98.4829,2009-12-31,23:00:00
FL,26.607363356973995,-80.1262378250591,2009-12-31,23:15:00
WI,43.3255,-88.1644,2009-12-31,23:15:00
MO,38.62698880773583,-90.30702881390803,2009-12-31,23:30:00
LA,30.4723,-90.771,2009-12-31,23:30:00
CA,34.09239241192412,-117.88697696476964,2009-12-31,23:45:00
TX,30.3167016280526,-97.75799137271272,2009-12-31,23:46:00
CA,32.80027727272727,-116.9356928030303,2009-12-31,23:59:00
CA,32.80027727272727,-116.9356928030303,2010-01-01,00:00:00
CA,32.77283956043956,-117.01746483516484,2010-01-01,00:00:00
KY,37.0904,-86.046,2010-01-01,00:00:00
MO,38.62698880773583,-90.30702881390803,2010-01-01,00:00:00
CA,32.6657,-117.0272,2010-01-01,00:00:00
CA,32.80027727272727,-116.9356928030303,2010-01-01,00:00:00
CA,36.74961340180973,-119.79445837613108,2010-01-01,00:00:00
OR,42.45166583577713,-123.34751319648096,2010-01-01,00:00:00
CA,32.7398,-117.027,2010-01-01,00:00:00
CA,32.72669649122807,-116.98917368421054,2010-01-01,00:01:00
AK,61.8966,-150.0038,2010-01-01,00:01:00
CA,32.80027727272727,-116.9356928030303,2010-01-01,00:01:00
CA,37.98183448275862,-121.79227586206898,2010-01-01,00:03:00
CA,32.80027727272727,-116.9356928030303,2010-01-01,00:03:00
FL,26.199315176470588,-81.71960788235295,2010-01-01,00:04:00
CA,32.77283956043956,-117.01746483516484,2010-01-01,00:10:00
CA,32.67538985507247,-117.09240144927536,2010-01-01,00:20:00
FL,26.36858615384616,-80.13743384615385,2010-01-01,00:24:00
FL,30.768727027027023,-86.54095765765766,2010-01-01,00:25:00
CO,39.19799032258064,-106.8257741935484,2010-01-01,00:30:00
VA,38.3081,-78.4827,2010-02-21,20:40:00
TX,31.0736,-97.4727,2010-02-21,22:33:00
NY,40.75256378421113,-73.9844567179912,2010-02-22,17:30:00
PA,39.9002,-75.3528,2010-02-22,22:40:00
OR,45.411819626168224,-122.70611869158878,2010-02-23,21:00:00
TX,29.28309785714286,-94.82716785714284,2010-02-23,23:00:00
ME,43.4702,-70.8012,2010-02-24,09:30:00
CA,38.442850156739816,-122.71911818181816,2010-02-24,15:30:00
CA,34.430246464646466,-119.71894478114476,2010-02-24,19:30:00
TX,32.1317,-98.9841,2010-02-24,20:00:00
CA,34.2354,-117.2345,2010-02-25,07:35:00
WI,44.37625833333333,-89.81618461538461,2010-02-25,09:15:00
CA,34.1021,-118.0474,2010-02-25,20:24:00
FL,25.48439189189189,-80.45163749999999,2010-02-26,05:55:00
NV,36.14597551358516,-115.18457488402916,2010-02-26,17:15:00
TX,27.73909520174482,-97.41461919302073,2010-02-27,08:00:00
FL,28.00877654729869,-82.4813833471331,2010-02-27,13:00:00
KS,38.97155177664975,-95.24955939086294,2010-02-27,00:55:00
GA,33.96784209078404,-84.02268390646492,2010-02-27,20:00:00
TX,30.3899,-98.0539,2010-02-27,23:10:00
IA,40.9928,-92.1458,2010-02-28,06:00:00
FL,25.48439189189189,-80.45163749999999,2010-02-28,07:05:00
AR,34.953,-91.8989,2010-02-28,15:00:00
FL,25.48439189189189,-80.45163749999999,2010-02-28,16:30:00
LA,30.3944,-92.2224,2010-02-28,17:46:00
FL,25.48439189189189,-80.45163749999999,2010-02-28,18:40:00
WA,47.66379743589744,-122.69919743589745,2010-02-28,18:50:00
TN,35.695,-84.818,2010-02-28,18:50:00
FL,25.77722564784053,-80.25922518272425,2010-02-28,18:50:00
WA,47.6635,-117.216075,2010-08-09,21:38:00
CO,40.5247,-107.5589,2010-08-09,22:00:00
OK,35.46855529225908,-97.53461224328592,2010-08-09,23:15:00
MN,44.92714346764346,-93.11580262515264,2010-08-10,00:00:00
TX,29.49234812109108,-98.5189290376833,2010-08-10,09:55:00
AZ,33.57951360201511,-112.19445289672544,2010-08-10,20:20:00
SC,33.8341,-78.6586,2010-08-10,20:27:00
SC,33.71258733572282,-78.93877275985663,2010-08-10,21:00:00
WA,48.0872,-123.1146,2010-08-10,21:30:00
OH,39.2131,-83.2763,2010-08-10,21:30:00
MA,42.32478153846154,-72.62826,2010-08-10,22:00:00
NC,34.22778777225831,-77.88318009170806,2010-08-10,22:30:00
IA,41.3065,-91.7008,2010-08-10,00:00:00
WA,47.37895625,-122.220740625,2010-08-11,01:00:00
CT,41.3649,-71.9069,2010-08-11,02:36:00
CA,38.36414785276074,-121.96917116564418,2010-08-11,04:30:00
OH,39.177988417987706,-84.48937313706459,2010-08-11,11:12:00
IL,41.75665354107649,-88.15377082152975,2010-08-11,18:45:00
IN,39.6159,-85.43,2010-08-11,21:00:00
AR,35.9261,-92.6386,2010-08-11,23:00:00
IN,41.59684651162791,-87.48822248062015,2010-08-12,02:15:00
ID,43.60549990147784,-116.2386509359606,2010-08-12,12:30:00
CA,38.2592,-119.21139999999998,2010-08-12,13:00:00
NJ,40.78765127388535,-74.05989840764332,2010-08-12,14:15:00
MA,42.6421,-70.9419,2010-08-12,20:34:00
SC,32.18168387096774,-80.75300201612903,2010-08-12,21:30:00
TX,30.2846,-98.8781,2010-08-12,22:00:00
AL,32.36717002444988,-86.20514249388752,2010-08-12,22:30:00
NC,35.55227058371736,-82.52788609831029,2010-12-31,21:05:00
CA,33.80492083870968,-118.17501277419356,2010-12-31,21:14:00
OR,42.29504748574391,-122.89079289787456,2010-08-11,23:00:00
TX,32.74023188229325,-97.33552857432775,2010-12-31,21:47:00
WA,46.22376719745223,-119.17250815286624,2010-12-31,22:45:00
GA,34.03043880126183,-84.35155078864352,2010-12-31,23:25:00
FL,30.29747071057192,-81.63802726747545,2010-12-31,23:45:00
TX,29.169400000000003,-98.1857,2010-12-31,23:59:00
WV,39.2874,-80.3419,2011-01-01,00:00:00
MI,42.5062236587511,-83.40663007915566,2011-01-01,00:00:00
VA,38.64724615384616,-77.31174558404558,2011-01-01,00:02:00
TX,30.3167016280526,-97.75799137271272,2011-01-01,00:00:00
CA,34.048139285714285,-117.17355357142856,2011-01-01,00:05:00
UT,40.70897189097104,-111.8891066439523,2011-01-01,00:07:00
FL,27.459938979370254,-82.52817245747376,2011-01-01,00:11:00
OH,39.9581,-82.8068,2011-01-01,00:07:00
IL,41.7124,-87.7478,2011-01-01,00:13:00
TX,29.79057163636364,-95.78978218181815,2011-01-01,00:15:00
FL,28.51220019430052,-81.37852415803108,2011-01-01,00:30:00
IL,41.4288,-87.972,2011-01-01,00:30:00
OR,45.3414,-121.9571,2011-01-01,00:30:00
FL,27.85147965116279,-82.78607805232558,2011-01-01,00:35:00
FL,25.77722564784053,-80.25922518272425,2011-01-01,00:38:00
FL,25.77722564784053,-80.25922518272425,2011-01-01,01:00:00
TX,29.51823818181818,-95.09744848484848,2011-01-01,05:15:00
FL,28.51220019430052,-81.37852415803108,2011-01-01,09:30:00
AZ,32.69847852049911,-114.58248636363636,2011-01-01,14:00:00
KS,37.6996695505618,-97.3295995505618,2011-01-01,17:00:00
NE,41.6702,-97.4986,2011-01-01,20:00:00
TX,29.52094017857143,-95.19246517857142,2011-01-01,20:45:00
FL,27.35480054347826,-82.50858278985507,2011-01-01,22:00:00
PA,40.31863571428572,-75.13193928571428,2011-01-01,22:27:00
PA,40.31863571428572,-75.13193928571428,2011-01-01,22:30:00
FL,25.48439189189189,-80.45163749999999,2011-01-02,18:40:00
CT,41.7299,-72.84329999999999,2010-11-15,20:20:00
FL,29.1135524173028,-82.15075330788804,2010-11-15,20:42:00
CA,37.97232249560633,-121.2879253075571,2010-11-15,21:30:00
IN,39.159928172043,-86.53162731182796,2010-11-15,21:45:00
CA,37.65192835820896,-122.0810661691542,2010-11-16,07:30:00
TX,33.035457210144926,-96.72405510869564,2010-11-16,15:05:00
MI,42.675359728506784,-83.14831493212668,2010-11-16,17:57:00
MD,39.3408,-76.4078,2010-11-17,00:24:00
NC,35.83034125381857,-78.64303134546421,2010-11-17,01:32:00
VA,36.60019626865672,-79.41904179104479,2010-11-17,04:00:00
VA,36.81995421052631,-76.08601184210526,2010-11-17,05:32:00
IN,40.0435,-86.4594,2010-11-17,07:15:00
MT,47.50043098159509,-111.28546779141104,2010-11-17,11:00:00
SC,32.25120880829015,-80.87165492227979,2010-11-17,17:30:00
TX,29.408722784810127,-95.24981139240506,2010-11-17,17:35:00
SC,33.1962,-80.0245,2010-11-17,18:15:00
SC,33.1962,-80.0245,2010-11-17,18:15:00
SC,33.1962,-80.0245,2010-11-17,18:15:00
GA,33.123,-82.8056,2010-11-17,18:50:00
FL,25.77722564784053,-80.25922518272425,2010-11-17,20:15:00
NC,35.8726,-80.0929,2010-11-17,21:30:00
MI,42.27190397830018,-85.6159284358047,2010-11-18,05:30:00
CA,39.0854,-121.5444,2010-11-18,17:30:00
KS,39.03880728476821,-95.69556456953642,2010-11-18,18:15:00
WA,47.67811627329193,-117.38344844720498,2010-11-18,20:20:00
MD,38.61916967741936,-76.9358329032258,2010-11-18,20:30:00
CA,37.9845,-122.1355,2010-11-18,22:43:00
AL,33.5813,-85.8321,2010-11-18,23:00:00
MO,39.249,-94.4232,2010-11-19,01:00:00
TN,35.949673017170895,-84.01413319705642,2010-11-19,08:30:00
AK,58.36464794520548,-134.5449123287671,2010-11-19,16:10:00
CO,39.495717582417576,-104.80772490842492,2010-11-19,16:15:00
PA,39.9999,-76.3612,2010-11-19,17:35:00
OH,40.80917978723405,-81.50616170212766,2010-11-19,20:04:00
NC,35.20391464346695,-80.83452070900073,2010-11-19,22:20:00
NC,35.20391464346695,-80.83452070900073,2010-11-19,22:30:00
AZ,33.290955743243245,-111.84674712837838,2010-11-20,02:00:00
NY,42.6365,-73.5504,2010-11-20,17:00:00
MI,42.37550885416667,-83.11140946180555,2010-11-20,21:00:00
CA,36.74961340180973,-119.79445837613108,2010-11-20,23:00:00
UT,41.5073,-112.0167,2009-07-09,23:00:00
NY,40.75256378421113,-73.9844567179912,2009-07-09,23:30:00
PA,40.249182481751824,-75.62462700729927,2009-07-09,23:45:00
MI,42.9468,-83.817,2009-07-10,00:18:00
WV,38.35615050847457,-81.63888135593221,2009-07-10,00:35:00
NY,43.044,-75.1072,2009-07-10,02:30:00
AZ,33.4228,-112.9528,2009-07-10,10:30:00
TX,29.986526744186047,-95.22686308139536,2009-07-10,10:35:00
NY,43.098,-73.5046,2009-07-10,21:00:00
SC,33.2301,-81.3511,2009-07-10,21:15:00
WI,44.82250677466863,-91.50724364261168,2009-07-10,22:15:00
UT,40.70897189097104,-111.8891066439523,2009-07-10,23:15:00
WA,47.37895625,-122.220740625,2009-07-11,01:05:00
FL,29.201564271457087,-81.04377804391218,2009-07-11,04:50:00
CA,34.17810939357907,-118.33001236623068,2009-07-11,15:00:00
IL,42.0094,-87.8354,2009-07-11,17:00:00
IA,41.852677464788734,-90.2067647887324,2009-07-11,21:18:00
WV,39.9122,-80.7295,2009-07-11,22:00:00
WI,46.7045,-92.095,2009-07-11,22:00:00
GA,34.4512,-84.153,2009-07-11,23:00:00
FL,27.78995160032827,-82.68007476405417,2009-07-11,23:00:00
CA,37.868425925925926,-122.4956148148148,2009-07-11,23:00:00
NV,36.14597551358516,-115.18457488402916,2009-07-12,02:30:00
CA,34.02310439560439,-117.8515274725275,2009-07-12,03:00:00
MN,44.4612,-93.1672,2009-07-12,03:25:00
OK,36.111605596107054,-95.93798929440388,2009-07-12,04:00:00
CA,37.24496252766711,-121.81799366976536,2009-07-12,17:00:00
ME,44.1027,-69.8255,2009-07-12,18:30:00
CA,33.210956643356646,-117.32476888111889,2009-07-12,20:45:00
PA,40.444534542102026,-79.97341339889367,2009-07-12,21:55:00
FL,27.90595,-82.28720875486381,2009-07-12,23:00:00
CA,33.806,-116.4624,2009-07-13,01:00:00
OH,39.68238896551724,-84.15921517241381,2009-07-13,01:00:00
IL,41.57942244897959,-87.81218367346938,2009-11-08,18:24:00
NY,42.3421,-75.9528,2009-11-08,19:05:00
CA,37.6261,-122.4304,2009-11-08,19:10:00
CA,40.2988,-121.2278,2009-11-08,20:17:00
WV,39.61949342723005,-79.94673145539906,2009-11-08,23:35:00
AZ,32.7509,-111.58329999999998,2009-11-09,18:10:00
CO,39.55256666666667,-104.98473333333334,2009-11-09,18:15:00
MO,37.6807,-92.6583,2009-11-09,18:20:00
CO,39.70973333333333,-105.12885,2009-11-09,18:25:00
CA,34.41814810810811,-117.308755984556,2009-11-09,18:40:00
IL,38.7031,-87.7664,2009-11-09,20:40:00
WA,47.60567891170866,-122.33084005928434,2009-11-09,21:00:00
MT,48.5574,-109.6904,2009-11-09,21:00:00
MO,37.0687,-92.4082,2009-11-09,22:00:00
NJ,40.43060438596491,-74.40203596491227,2009-11-10,00:52:00
AL,33.481415080191624,-86.79047456779837,2009-11-10,01:00:00
TX,32.3994,-98.8071,2009-11-10,07:30:00
CA,33.80492083870968,-118.17501277419356,2009-11-10,08:20:00
MA,42.35257575982209,-71.06388932542625,2009-11-10,09:15:00
MO,38.9479829105474,-92.33776742323096,2009-11-10,17:00:00
TX,30.3167016280526,-97.75799137271272,2009-11-11,00:00:00
IN,38.6717,-87.5128,2009-11-11,00:30:00
GA,33.806900000000006,-83.7065655737705,2009-11-11,01:20:00
IN,40.05848375634518,-86.02991675126903,2009-11-11,10:00:00
CA,36.58786153846154,-121.85991623931623,2009-11-11,17:35:00
WA,48.0706,-122.17120403225806,2009-11-11,18:00:00
MI,42.5194,-83.2482,2009-11-11,19:00:00
MO,39.09501080851064,-94.56549749787231,2009-11-12,01:30:00
MO,38.8056,-91.1712,2009-11-12,01:35:00
NY,43.3211,-76.4034,2009-11-12,03:00:00
AL,32.6052,-86.4021,2009-11-12,05:08:00
NY,43.15520328177257,-77.63365150501673,2009-11-12,06:05:00
TN,36.14108444607484,-86.78634372707263,2009-11-12,06:50:00
GA,33.82100507315219,-84.42299163974918,2009-11-12,08:17:00
NY,43.15520328177257,-77.63365150501673,2009-11-12,18:30:00
MT,48.1474,-110.0791,2009-11-12,20:44:00
IA,42.4956357400722,-96.38234584837544,2009-11-12,21:00:00
TX,30.0931,-97.85649999999998,2009-11-12,21:30:00
OH,39.177988417987706,-84.48937313706459,2009-02-11,17:45:00
IN,39.80464175369887,-86.13773687989556,2009-02-11,19:30:00
WA,47.41990954773869,-120.30280854271358,2009-02-11,19:30:00
CO,40.0222423857868,-105.25553350253809,2009-02-11,20:15:00
OK,35.0654,-98.7307,2009-02-11,21:00:00
TN,35.7163,-86.9093,2009-02-11,21:00:00
AZ,32.250178747846064,-110.93932423894314,2009-02-11,21:20:00
WA,46.1406,-122.8856,2009-02-11,22:30:00
GA,32.48244432717678,-84.95723575197889,2009-02-11,22:30:00
OH,40.0731492481203,-82.40168421052633,2009-02-11,22:40:00
CA,38.60561007751938,-121.26596821705424,2009-02-11,23:00:00
WV,37.79251055900621,-81.20539565217392,2009-02-12,06:46:00
CA,33.67701690929451,-117.78627312430012,2009-02-12,08:15:00
CA,34.04364759232729,-118.29956048233046,2009-02-12,11:50:00
GA,33.71795776397516,-84.74733416149068,2009-02-12,12:22:00
GA,33.82100507315219,-84.42299163974918,2009-02-12,14:35:00
CA,32.83618741746148,-117.16250519075568,2009-02-12,18:40:00
CA,32.83618741746148,-117.16250519075568,2009-02-12,20:00:00
SC,34.1911,-80.9758,2009-02-12,20:28:00
MD,39.20779708737864,-76.86067669902913,2009-02-12,20:30:00
WI,42.877100000000006,-88.46660000000001,2009-02-12,21:30:00
AR,35.301627777777774,-93.08816296296295,2009-02-12,21:40:00
OH,39.99382762603116,-82.98248417965169,2009-02-12,22:08:00
CA,33.79409344262295,-116.94998852459015,2009-02-12,23:00:00
WV,38.375,-81.8313,2009-02-13,08:50:00
FL,24.9216,-80.6339,2009-02-13,12:00:00
CA,36.74961340180973,-119.79445837613108,2009-02-13,18:30:00
NY,40.75256378421113,-73.9844567179912,2009-02-13,19:55:00
NC,35.5211,-82.391,2009-02-13,21:00:00
OH,40.3772,-80.8083,2009-02-13,21:08:00
KY,37.7287,-83.494,2009-02-13,22:00:00
KY,38.3326,-82.9489,2009-02-13,22:10:00
TX,29.49234812109108,-98.5189290376833,2009-04-13,14:00:00
TX,33.2908,-96.9905,2009-04-13,23:15:00
GA,34.06627839285714,-84.26729642857143,2009-04-20,01:30:00
TX,30.103571004566213,-95.47392317351596,2009-06-30,15:35:00
CA,33.75064775357386,-117.8612944179714,2009-06-05,00:00:00
TX,28.8629,-98.6968,2010-04-10,23:35:00
CA,34.1091,-117.7126,2010-05-26,22:00:00
NY,40.72453918128655,-73.64808070175438,2010-06-02,09:30:00
PA,41.2023,-79.7505,2010-06-06,01:35:00
IL,41.76361947115385,-88.29183461538462,2010-06-06,20:10:00
CA,37.97232249560633,-121.2879253075571,2010-06-18,03:08:00
VA,38.8358975,-77.46174500000001,2010-06-18,16:00:00
IN,40.37550812720848,-86.8806406360424,2010-06-20,23:00:00
TX,33.035457210144926,-96.72405510869564,2010-06-27,16:45:00
OH,41.66789226973684,-83.6023917763158,2010-06-30,23:30:00
NJ,41.0558,-74.2804,2010-07-02,10:15:00
WI,42.8895,-87.9074,2010-07-02,22:00:00
CT,41.3495,-72.103,2010-07-03,21:00:00
PA,39.761,-77.5672,2010-07-03,21:25:00
OH,41.0659,-82.7296,2010-07-03,23:30:00
MI,42.72347418699187,-84.56939756097562,2010-07-03,23:00:00
OH,41.66789226973684,-83.6023917763158,2010-07-04,00:00:00
WA,45.658570363636365,-122.59014654545454,2010-07-04,20:47:00
NE,41.15051518987342,-96.03343544303796,2010-07-04,21:00:00
WA,47.92492896341463,-122.2173375,2010-07-04,21:00:00
VT,44.80983863636364,-73.0915931818182,2010-07-04,21:00:00
MO,38.782562762762765,-90.73297267267267,2010-07-04,21:10:00
OH,39.0235,-84.2083,2010-07-04,21:30:00
FL,28.2987,-82.69020000000002,2010-07-04,21:30:00
AR,35.244200000000006,-91.73134838709676,2010-07-04,21:30:00
KS,39.03880728476821,-95.69556456953642,2010-07-04,21:30:00
WA,47.5682,-121.8896,2010-07-04,21:34:00
PA,41.4019,-79.8313,2010-07-04,21:40:00
WA,47.82752692307692,-122.27472403846151,2010-07-04,22:00:00
CO,39.997,-105.0974,2009-01-03,04:00:00
FL,28.24330525920361,-82.70653816679189,2010-01-20,20:00:00
FL,28.92384368932039,-82.3874077669903,2010-03-01,11:00:00
FL,30.45103896353167,-87.24911285988483,2010-03-15,00:00:00
WI,42.5409,-88.6058,2010-01-01,00:40:00
CA,32.83618741746148,-117.16250519075568,2010-01-01,01:00:00
AK,61.8966,-150.0038,2010-01-01,12:01:00
MA,42.77624045801527,-71.08779694656488,2010-01-01,13:00:00
CA,34.14939699570815,-118.14027111587984,2010-01-01,17:20:00
NM,35.117007033898304,-106.62212966101694,2010-01-01,18:00:00
FL,30.5064,-82.9307,2010-01-01,18:30:00
CA,32.83618741746148,-117.16250519075568,2010-01-01,12:02:00
CA,33.80135394736842,-117.83409342105264,2010-01-02,12:20:00
AZ,33.50378574057038,-112.077080174793,2010-01-02,13:00:00
CA,38.576237102734666,-121.44233422025128,2010-01-02,18:00:00
NC,34.9251,-80.7278,2010-01-02,20:12:00
CO,40.4038618357488,-105.09342173913043,2010-01-02,23:17:00
GA,33.82100507315219,-84.42299163974918,2010-01-02,23:47:00
OH,39.336,-84.3126,2010-01-03,04:00:00
NY,41.4858,-74.7995,2010-01-04,02:40:00
VA,37.8554,-76.2852,2010-01-04,05:28:00
CA,33.97425356223175,-118.03063785407726,2010-01-04,17:40:00
TX,32.4106,-95.6335,2010-01-04,19:00:00
IA,41.9928923857868,-91.66164390862944,2010-01-04,19:10:00
CA,32.80027727272727,-116.9356928030303,2010-01-04,22:00:00
CA,32.63566911764706,-117.02580294117648,2010-01-05,02:11:00
NJ,40.5916,-74.3179,2010-01-05,04:00:00
NJ,40.6412,-74.9094,2010-01-05,16:00:00
NC,35.5518,-80.4253,2010-01-05,18:15:00
SC,34.52244893062076,-82.64237125717266,2010-01-05,20:10:00
CA,32.83618741746148,-117.16250519075568,2010-01-06,01:00:00
WA,47.92492896341463,-122.2173375,2010-02-28,23:00:00
SC,33.8734,-78.64930000000001,2010-02-28,23:00:00
CA,32.83618741746148,-117.16250519075568,2010-03-01,06:00:00
MO,38.4539,-90.328,2010-03-01,15:30:00
CA,36.33741606022585,-119.29513381430364,2010-03-01,19:50:00
NM,35.28161403508772,-106.6941245614035,2010-03-03,06:15:00
TX,30.3167016280526,-97.75799137271272,2010-03-02,05:00:00
IA,41.00227096774193,-91.95786451612904,2010-03-03,07:10:00
AZ,33.50378574057038,-112.077080174793,2010-03-03,13:35:00
IL,41.439,-87.6027,2010-03-03,19:00:00
AR,35.4973,-94.2081,2010-03-03,19:19:00
TX,29.911200000000004,-98.2374,2010-03-04,11:00:00
AR,34.808255244755244,-92.2533937062937,2010-03-04,19:18:00
CA,34.0410939524838,-117.62595593952484,2010-03-04,19:45:00
NY,42.9192,-73.8552,2010-03-04,23:45:00
WA,47.22041124620061,-122.45925030395138,2010-03-05,00:20:00
